class_name,repo,file_path,n_methods,Logical Lines,Distinct Operators,Distinct Operands,Total Operators,Total Operands,Cyclomatic Complexity,project,label_god_class,label_data_class,label_long_method,label_feature_envy
SuperCls,clean_projects,/content/student_repos/clean_projects/HierarchicalInhts/SuperCls.java,1,3,2,3,6,8,1,HierarchicalInhts,0,0,0,0
SubCls1,clean_projects,/content/student_repos/clean_projects/HierarchicalInhts/SubCls1.java,1,4,3,3,7,11,1,HierarchicalInhts,0,0,0,0
Order,clean_projects,/content/student_repos/clean_projects/Billing-system/Order.java,12,49,11,13,114,170,1,Billing-system,0,1,0,0
Main,clean_projects,/content/student_repos/clean_projects/Billing-system/Main.java,2,50,12,14,139,209,6,Billing-system,0,0,0,0
Format,clean_projects,/content/student_repos/clean_projects/Billing-system/Format.java,2,16,7,9,50,75,1,Billing-system,0,0,0,0
Table,clean_projects,/content/student_repos/clean_projects/Billing-system/Table.java,12,40,8,10,68,101,1,Billing-system,0,1,0,0
MainController,clean_projects,/content/student_repos/clean_projects/Billing-system/MainController.java,12,1222,64,78,4068,6103,73,Billing-system,1,0,0,1
User,clean_projects,/content/student_repos/clean_projects/Billing-system/User.java,5,17,5,6,27,41,1,Billing-system,0,1,0,0
Main,clean_projects,/content/student_repos/clean_projects/MathFunctions/Main.java,1,16,8,10,66,99,1,MathFunctions,0,0,0,0
Main,clean_projects,/content/student_repos/clean_projects/Waqas Khan Azeem Khan CSIT Pwr Batch 24 - Lab 5 - Inheritance-Continued/Main.java,3,82,15,19,230,346,6,Waqas Khan Azeem Khan CSIT Pwr Batch 24 - Lab 5 - Inheritance-Continued,0,0,0,0
Groceries,clean_projects,/content/student_repos/clean_projects/Waqas Khan Azeem Khan CSIT Pwr Batch 24 - Lab 5 - Inheritance-Continued/Groceries.java,2,12,6,7,37,56,2,Waqas Khan Azeem Khan CSIT Pwr Batch 24 - Lab 5 - Inheritance-Continued,0,0,0,0
Item,clean_projects,/content/student_repos/clean_projects/Waqas Khan Azeem Khan CSIT Pwr Batch 24 - Lab 5 - Inheritance-Continued/Item.java,7,24,7,8,45,68,1,Waqas Khan Azeem Khan CSIT Pwr Batch 24 - Lab 5 - Inheritance-Continued,0,0,0,0
Electronics,clean_projects,/content/student_repos/clean_projects/Waqas Khan Azeem Khan CSIT Pwr Batch 24 - Lab 5 - Inheritance-Continued/Electronics.java,2,8,5,6,25,37,1,Waqas Khan Azeem Khan CSIT Pwr Batch 24 - Lab 5 - Inheritance-Continued,0,0,0,0
Program,clean_projects,/content/student_repos/clean_projects/Set_LogEntry_exercice/Program.java,1,18,8,9,60,89,3,Set_LogEntry_exercice,0,0,0,0
LogEntry,clean_projects,/content/student_repos/clean_projects/Set_LogEntry_exercice/LogEntry.java,7,29,8,9,58,88,4,Set_LogEntry_exercice,0,1,0,0
App,clean_projects,/content/student_repos/clean_projects/mcp-client-test/App.java,1,43,11,13,119,178,4,mcp-client-test,0,0,0,0
Min_Max,clean_projects,/content/student_repos/clean_projects/Projects/Min_Max.java,2,17,7,9,55,82,2,Projects,0,0,0,0
highAndLow,clean_projects,/content/student_repos/clean_projects/Projects/highAndLow.java,2,19,7,8,43,64,4,Projects,0,0,0,0
SquareDigit,clean_projects,/content/student_repos/clean_projects/Projects/SquareDigit.java,2,16,7,9,50,74,2,Projects,0,0,0,0
SumN,clean_projects,/content/student_repos/clean_projects/Projects/SumN.java,1,9,5,6,22,34,2,Projects,0,0,0,0
DNA,clean_projects,/content/student_repos/clean_projects/Projects/DNA.java,2,21,8,10,65,97,6,Projects,0,0,1,0
Droot,clean_projects,/content/student_repos/clean_projects/Projects/Droot.java,2,22,8,9,59,88,5,Projects,0,0,0,0
FindOutlier,clean_projects,/content/student_repos/clean_projects/Projects/FindOutlier.java,2,22,7,9,56,83,8,Projects,0,0,1,0
CountBy,clean_projects,/content/student_repos/clean_projects/Projects/CountBy.java,2,10,6,7,33,49,2,Projects,0,0,0,0
Program,clean_projects,/content/student_repos/clean_projects/FunctProgram_LambdaExp_ex01/Program.java,1,11,7,8,47,71,2,FunctProgram_LambdaExp_ex01,0,0,0,0
Product,clean_projects,/content/student_repos/clean_projects/FunctProgram_LambdaExp_ex01/Product.java,7,21,6,7,34,51,1,FunctProgram_LambdaExp_ex01,0,0,0,0
MyComparator,clean_projects,/content/student_repos/clean_projects/FunctProgram_LambdaExp_ex01/MyComparator.java,1,3,3,4,10,16,1,FunctProgram_LambdaExp_ex01,0,0,0,0
UserServiceImpl,clean_projects,/content/student_repos/clean_projects/maildemo/UserServiceImpl.java,3,13,6,7,36,54,1,maildemo,0,0,0,0
UserService,clean_projects,/content/student_repos/clean_projects/maildemo/UserService.java,0,8,1,16,0,24,1,maildemo,0,0,0,0
UUIDUtils,clean_projects,/content/student_repos/clean_projects/maildemo/UUIDUtils.java,3,9,5,6,23,34,1,maildemo,0,0,0,0
MailUtils,clean_projects,/content/student_repos/clean_projects/maildemo/MailUtils.java,2,22,9,11,74,111,1,maildemo,0,0,0,1
DataSourceUtils,clean_projects,/content/student_repos/clean_projects/maildemo/DataSourceUtils.java,10,75,12,14,136,204,3,maildemo,0,0,1,0
ActiveServlet,clean_projects,/content/student_repos/clean_projects/maildemo/ActiveServlet.java,2,19,7,9,52,79,3,maildemo,0,0,0,0
RegistServlet,clean_projects,/content/student_repos/clean_projects/maildemo/RegistServlet.java,2,23,8,10,68,101,2,maildemo,0,0,0,0
UserDao,clean_projects,/content/student_repos/clean_projects/maildemo/UserDao.java,0,8,1,15,0,24,1,maildemo,0,0,0,0
User,clean_projects,/content/student_repos/clean_projects/maildemo/User.java,10,30,6,8,42,63,1,maildemo,0,1,0,0
UserDaoImpl,clean_projects,/content/student_repos/clean_projects/maildemo/UserDaoImpl.java,3,15,8,10,70,106,1,maildemo,0,0,0,0
QuestionNo_13,clean_projects,/content/student_repos/clean_projects/Solve-20+ Questions/QuestionNo_13.java,1,5,4,4,14,20,2,Solve-20+ Questions,0,0,0,0
QuestionNo_03,clean_projects,/content/student_repos/clean_projects/Solve-20+ Questions/QuestionNo_03.java,1,3,3,3,7,11,1,Solve-20+ Questions,0,0,0,0
QuestionNo_15,clean_projects,/content/student_repos/clean_projects/Solve-20+ Questions/QuestionNo_15.java,1,7,5,6,22,32,1,Solve-20+ Questions,0,0,0,0
QuestionNo_19,clean_projects,/content/student_repos/clean_projects/Solve-20+ Questions/QuestionNo_19.java,1,9,5,6,28,42,1,Solve-20+ Questions,0,0,0,0
QuestionNo_17,clean_projects,/content/student_repos/clean_projects/Solve-20+ Questions/QuestionNo_17.java,1,10,6,7,32,49,1,Solve-20+ Questions,0,0,0,0
QuestionNo_07,clean_projects,/content/student_repos/clean_projects/Solve-20+ Questions/QuestionNo_07.java,1,18,8,10,65,98,1,Solve-20+ Questions,0,0,0,0
QuestionNo_02,clean_projects,/content/student_repos/clean_projects/Solve-20+ Questions/QuestionNo_02.java,1,2,2,2,4,5,1,Solve-20+ Questions,0,0,0,0
QuestionNo_18,clean_projects,/content/student_repos/clean_projects/Solve-20+ Questions/QuestionNo_18.java,1,7,5,6,23,35,1,Solve-20+ Questions,0,0,0,0
QuestionNo_01,clean_projects,/content/student_repos/clean_projects/Solve-20+ Questions/QuestionNo_01.java,1,3,3,3,7,11,1,Solve-20+ Questions,0,0,0,0
QuestionNo_09,clean_projects,/content/student_repos/clean_projects/Solve-20+ Questions/QuestionNo_09.java,1,5,4,5,17,25,1,Solve-20+ Questions,0,0,0,0
QuestionNo_12,clean_projects,/content/student_repos/clean_projects/Solve-20+ Questions/QuestionNo_12.java,1,8,4,5,19,28,2,Solve-20+ Questions,0,0,0,0
QuestionNo_11,clean_projects,/content/student_repos/clean_projects/Solve-20+ Questions/QuestionNo_11.java,1,6,4,5,16,25,1,Solve-20+ Questions,0,0,0,0
QuestionNo_04,clean_projects,/content/student_repos/clean_projects/Solve-20+ Questions/QuestionNo_04.java,1,4,3,4,10,15,1,Solve-20+ Questions,0,0,0,0
QuestionNo_08,clean_projects,/content/student_repos/clean_projects/Solve-20+ Questions/QuestionNo_08.java,1,6,4,5,17,25,1,Solve-20+ Questions,0,0,0,0
QuestionNo_06,clean_projects,/content/student_repos/clean_projects/Solve-20+ Questions/QuestionNo_06.java,1,4,4,5,14,21,1,Solve-20+ Questions,0,0,0,0
QuestionNo_16,clean_projects,/content/student_repos/clean_projects/Solve-20+ Questions/QuestionNo_16.java,1,13,6,8,40,60,1,Solve-20+ Questions,0,0,0,0
QuestionNo_20,clean_projects,/content/student_repos/clean_projects/Solve-20+ Questions/QuestionNo_20.java,1,15,7,8,43,65,5,Solve-20+ Questions,0,0,0,0
QuestionNo_14,clean_projects,/content/student_repos/clean_projects/Solve-20+ Questions/QuestionNo_14.java,1,6,4,5,16,24,1,Solve-20+ Questions,0,0,0,0
QuestionNo_10,clean_projects,/content/student_repos/clean_projects/Solve-20+ Questions/QuestionNo_10.java,1,6,4,5,17,26,1,Solve-20+ Questions,0,0,0,0
QuestionNo_05,clean_projects,/content/student_repos/clean_projects/Solve-20+ Questions/QuestionNo_05.java,1,18,7,9,55,82,1,Solve-20+ Questions,0,0,0,0
PasswordGenerator,clean_projects,/content/student_repos/clean_projects/RandomPasswordGenerator/PasswordGenerator.java,2,34,10,12,101,151,9,RandomPasswordGenerator,0,0,0,0
WebCamAppLauncher,clean_projects,/content/student_repos/clean_projects/javafx-computer-vision/WebCamAppLauncher.java,12,164,21,25,429,644,5,javafx-computer-vision,0,0,1,1
ObjectDetectionMLModel,clean_projects,/content/student_repos/clean_projects/javafx-computer-vision/ObjectDetectionMLModel.java,4,27,8,9,59,88,2,javafx-computer-vision,0,0,0,0
InstanceSegmentationMLModel,clean_projects,/content/student_repos/clean_projects/javafx-computer-vision/InstanceSegmentationMLModel.java,2,14,6,7,32,48,1,javafx-computer-vision,0,0,0,0
MLModel,clean_projects,/content/student_repos/clean_projects/javafx-computer-vision/MLModel.java,3,27,8,10,72,109,4,javafx-computer-vision,0,0,0,0
PoseEstimationPrediction,clean_projects,/content/student_repos/clean_projects/javafx-computer-vision/PoseEstimationPrediction.java,0,6,2,18,2,26,1,javafx-computer-vision,0,0,0,0
PoseEstimationMLModel,clean_projects,/content/student_repos/clean_projects/javafx-computer-vision/PoseEstimationMLModel.java,7,104,17,21,290,435,7,javafx-computer-vision,0,0,0,1
calcu,clean_projects,/content/student_repos/clean_projects/Scientific Calculator/calcu.java,49,975,68,84,4652,6977,10,Scientific Calculator,0,0,0,1
inverse,clean_projects,/content/student_repos/clean_projects/Scientific Calculator/inverse.java,4,7,6,8,38,57,1,Scientific Calculator,0,0,0,0
DriverCls,clean_projects,/content/student_repos/clean_projects/SuperMethod/DriverCls.java,1,3,2,3,6,9,1,SuperMethod,0,0,0,0
SuperCls,clean_projects,/content/student_repos/clean_projects/SuperMethod/SuperCls.java,1,3,3,3,7,11,1,SuperMethod,0,0,0,0
SubCls,clean_projects,/content/student_repos/clean_projects/SuperMethod/SubCls.java,1,3,2,3,5,7,1,SuperMethod,0,0,0,0
sample,clean_projects,/content/student_repos/clean_projects/online exam/sample.java,10,75,15,19,229,344,9,online exam,0,0,1,1
DriverCls,clean_projects,/content/student_repos/clean_projects/ExceptionType2/DriverCls.java,1,12,5,6,28,41,2,ExceptionType2,0,0,0,0
FirstTests,clean_projects,/content/student_repos/clean_projects/other-machine-learning/FirstTests.java,2,57,18,22,329,493,4,other-machine-learning,0,0,0,0
Clustering,clean_projects,/content/student_repos/clean_projects/other-machine-learning/Clustering.java,11,171,25,31,632,948,2,other-machine-learning,0,0,0,1
Tutorial_02_basic_Structure_of_java_programe,clean_projects,/content/student_repos/clean_projects/javaTutorialsForBeginners/Tutorial_02_basic_Structure_of_java_programe.java,1,3,3,3,7,11,1,javaTutorialsForBeginners,0,0,0,0
Tutorial_01_introduction_to_java,clean_projects,/content/student_repos/clean_projects/javaTutorialsForBeginners/Tutorial_01_introduction_to_java.java,1,3,3,3,7,11,1,javaTutorialsForBeginners,0,0,0,0
Tutorial_03_variables_and_Datatypes_in_java,clean_projects,/content/student_repos/clean_projects/javaTutorialsForBeginners/Tutorial_03_variables_and_Datatypes_in_java.java,1,15,6,7,35,53,1,javaTutorialsForBeginners,0,0,0,0
Tutorial_05_Exercise_01_find_percentage_of_marks,clean_projects,/content/student_repos/clean_projects/javaTutorialsForBeginners/Tutorial_05_Exercise_01_find_percentage_of_marks.java,1,22,9,11,80,119,1,javaTutorialsForBeginners,0,0,0,0
Tutorial_04_User_Input_in_Java,clean_projects,/content/student_repos/clean_projects/javaTutorialsForBeginners/Tutorial_04_User_Input_in_Java.java,1,11,6,8,39,59,1,javaTutorialsForBeginners,0,0,0,0
javaClassWork,clean_projects,/content/student_repos/clean_projects/javaTutorialsForBeginners/javaClassWork.java,2,13,6,7,34,52,1,javaTutorialsForBeginners,0,0,0,0
SuperClass,clean_projects,/content/student_repos/clean_projects/Java-mini-projects-main/SuperClass.java,9,39,11,13,118,177,1,Java-mini-projects-main,0,0,0,0
JavaHashSet,clean_projects,/content/student_repos/clean_projects/Java-mini-projects-main/JavaHashSet.java,1,14,6,8,42,62,2,Java-mini-projects-main,0,0,0,0
Overrideload,clean_projects,/content/student_repos/clean_projects/Java-mini-projects-main/Overrideload.java,5,20,7,9,48,73,1,Java-mini-projects-main,0,0,0,0
